개설강좌,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
NO,개설전공,개설과정,과목번호,분반,교과목명,담당교수,이수구분,과목구분,과목세부구분,강의실습구분,과목개설주기,학점,이론시수,실습시수,코드쉐어여부,영어강의여부,요일/교시/강의실,비고
338,에너지공학과,전체,ES621c,01,에너지 재료 기기 분석,이종수,전공,코어과목,교과,이론및실습,매년,3.0,2.0,1.0,N,Y,화13:00-16:00(E6 - 620),"동일과목 : [대학원](ES621) Instrumental Analysis for Energy Materials, [대학](ES621) 분석개론 (이,공)"
339,에너지공학과,전체,ES735,01,고분자물리,허수미,전공,일반과목,교과,이론,격년,3.0,3.0,0.0,N,Y,"화09:00-10:30(E6 - 620), 목09:00-10:30(E6 - 620)",
340,에너지공학과,전체,ES748,01,고급 광전자소자 및 재료,이윤구,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월16:30-18:00(E6 - 621), 수16:30-18:00(E6 - 621)",
341,에너지공학과,전체,ES773,01,기능성 무기 나노 소재,양지웅,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월13:00-14:30(E6 - 620), 수13:00-14:30(E6 - 620)",
342,에너지공학과,전체,ES777,01,전기화학 소재 설계,김운혁,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월10:00-11:30(E6 - 620), 수10:00-11:30(E6 - 620)",
343,에너지공학과,전체,ES785,01,광촉매의 원리와 응용,김승현,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월10:00-11:30(E6 - 621), 수10:00-11:30(E6 - 621)",
344,에너지공학과,전체,ES788,01,차세대 이차전지 소재의 고도분석,김운혁,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,월16:00-19:00(E6 - 620),
345,에너지공학과,전체,ES809,01,이차전지 특론 3 - AI for Battery,박인철,전공,특론과목,교과,이론,매년,3.0,3.0,0.0,N,Y,화16:00-19:00(E6 - 620),
346,에너지공학과,석사,ES900,01,Thesis(M.S.),이호춘,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
347,에너지공학과,석사,ES900,02,Thesis(M.S.),이윤구,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
348,에너지공학과,석사,ES900,03,Thesis(M.S.),상가라쥬샨무감,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
349,에너지공학과,석사,ES900,04,Thesis(M.S.),이종수,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
350,에너지공학과,석사,ES900,05,Thesis(M.S.),인수일,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
351,에너지공학과,석사,ES900,06,Thesis(M.S.),장윤희,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
352,에너지공학과,석사,ES900,07,Thesis(M.S.),이주혁,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
353,에너지공학과,석사,ES900,08,Thesis(M.S.),양지웅,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
354,에너지공학과,석사,ES900,09,Thesis(M.S.),최승호,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
355,에너지공학과,석사,ES900,10,Thesis(M.S.),김찬연,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
356,에너지공학과,석사,ES900,11,Thesis(M.S.),호동해,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
357,에너지공학과,석사,ES900,12,Thesis(M.S.),김운혁,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
358,에너지공학과,석사,ES900,13,Thesis(M.S.),김승현,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
359,에너지공학과,석사,ES900,14,Thesis(M.S.),고서진,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
360,에너지공학과,석사,ES900,15,Thesis(M.S.),김진수,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
361,에너지공학과,석사,ES900,16,Thesis(M.S.),이종민,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
362,에너지공학과,석사,ES900,17,Thesis(M.S.),김영규,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
363,에너지공학과,석사,ES900,18,Thesis(M.S.),허수미,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
364,에너지공학과,석사,ES900,19,Thesis(M.S.),최종민,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
365,에너지공학과,석사,ES900,20,Thesis(M.S.),홍승태,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
366,에너지공학과,석사,ES900,21,Thesis(M.S.),박치영,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
367,에너지공학과,석사,ES900,22,Thesis(M.S.),박인철,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
368,에너지공학과,박사,ES901,01,Thesis(Ph.D.),이호춘,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
369,에너지공학과,박사,ES901,02,Thesis(Ph.D.),이윤구,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
370,에너지공학과,박사,ES901,03,Thesis(Ph.D.),상가라쥬샨무감,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
371,에너지공학과,박사,ES901,04,Thesis(Ph.D.),이종수,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
372,에너지공학과,박사,ES901,05,Thesis(Ph.D.),인수일,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
373,에너지공학과,박사,ES901,06,Thesis(Ph.D.),장윤희,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
374,에너지공학과,박사,ES901,07,Thesis(Ph.D.),이주혁,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
375,에너지공학과,박사,ES901,08,Thesis(Ph.D.),양지웅,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
376,에너지공학과,박사,ES901,09,Thesis(Ph.D.),최승호,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
377,에너지공학과,박사,ES901,10,Thesis(Ph.D.),김찬연,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
378,에너지공학과,박사,ES901,11,Thesis(Ph.D.),호동해,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
379,에너지공학과,박사,ES901,12,Thesis(Ph.D.),김운혁,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
380,에너지공학과,박사,ES901,13,Thesis(Ph.D.),김승현,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
381,에너지공학과,박사,ES901,14,Thesis(Ph.D.),고서진,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
382,에너지공학과,박사,ES901,15,Thesis(Ph.D.),김진수,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
383,에너지공학과,박사,ES901,16,Thesis(Ph.D.),이종민,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
384,에너지공학과,박사,ES901,17,Thesis(Ph.D.),김영규,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
385,에너지공학과,박사,ES901,18,Thesis(Ph.D.),허수미,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
386,에너지공학과,박사,ES901,19,Thesis(Ph.D.),최종민,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
387,에너지공학과,박사,ES901,20,Thesis(Ph.D.),홍승태,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
388,에너지공학과,박사,ES901,21,Thesis(Ph.D.),박치영,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
389,에너지공학과,박사,ES901,22,Thesis(Ph.D.),박인철,전공,일반과목,연구(Thesis),실습,매년,0.0,0.0,0.0,N,Y,,
390,에너지공학과,석사,ES904,01,Internship(M.S.),인수일,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
391,에너지공학과,박사,ES905,01,Internship(Ph.D.),인수일,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
392,에너지공학과,석사,ES906,01,Seminar(M.S.),김하석,전공,일반과목,연구(Seminar),실습,매년,1.0,0.0,1.0,N,Y,목16:30-17:30(E7 - L29),
393,에너지공학과,박사,ES907,01,Seminar(Ph.D.),김하석,전공,일반과목,연구(Seminar),실습,매년,1.0,0.0,1.0,N,Y,목16:30-17:30(E7 - L29),
394,에너지공학과,전체,ES909,01,이차전지 분석·평가 산학협력프로젝트,김운혁,전공,일반과목,연구(Seminar),실습,매년,1.0,0.0,1.0,N,Y,수16:00-17:00(E6 - 620),
395,뇌과학과,전체,BS753c,01,고급뇌과학 I,"유성운, 이성배, 김은경",전공,코어과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"화10:30-12:00(E4 - 114), 목10:30-12:00(E4 - 114)",
396,뇌과학과,전체,BS754c,01,고급뇌과학 II,"오용석, 백명인, 김규형",전공,코어과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"화13:30-15:00(E4 - 114), 목13:30-15:00(E4 - 114)",
397,뇌과학과,전체,BS755c,01,뇌공학,"이광, 조용철",전공,코어과목,교과,이론,매년,3.0,3.0,0.0,N,Y,수09:00-12:00(E4 - 114),
398,뇌과학과,전체,BS756c,01,인지 행동 뇌과학,"최한경, 현정호",전공,코어과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"화10:30-12:00(E4 - 406), 목10:30-12:00(E4 - 406)",
399,뇌과학과,전체,BS758,01,신경퇴행 분자세포생물학,"이성배, 유성운, 김은경",전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,목15:00-18:00(E4 - 406),
400,뇌과학과,전체,BS760,01,시스템 뇌과학 I,"현정호, 김규형, 오용석",전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,화15:00-18:00(E4 - 406),
401,뇌과학과,전체,BS768,01,신경 발달 동향,고재원,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,화19:00-22:00(E4 - 506),
402,뇌과학과,전체,BS770,01,신경 회로 동향,서병창,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,금19:00-22:00(E4 - 506),
403,뇌과학과,전체,BS772,01,고급 뇌과학 동향,엄지원,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,목19:00-22:00(E4 - 506),
404,뇌과학과,석사,BS900a,01,Thesis(M.S.),최한경,전공,일반과목,연구(Thesis),이론및실습,매년,0.0,0.0,0.0,N,Y,,
405,뇌과학과,박사,BS901a,01,Thesis(Ph.D.),최한경,전공,일반과목,연구(Thesis),이론및실습,매년,0.0,0.0,0.0,N,Y,,
406,뇌과학과,석사,BS904,01,Internship(M.S.),유우경,전공,일반과목,연구(Internship),이론및실습,매년,1.0,0.5,0.5,N,Y,월12:00-13:00(E4 - 407),
407,뇌과학과,박사,BS905,01,Internship(Ph.D.),최한경,전공,일반과목,연구(Internship),이론및실습,매년,1.0,0.5,0.5,N,Y,금12:00-13:00(E4 - 407),
408,뇌과학과,석사,BS906,01,Seminar(M.S.),조용철,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,수16:00-17:00(E4 - 114),
409,뇌과학과,박사,BS907,01,Seminar(Ph.D.),조용철,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,수16:00-17:00(E4 - 114),
410,뇌과학과,학석박연계,BS908a,01,Thesis (M.S. in Combined Undergraduate-Graduate Program),최한경,전공,일반과목,연구(Thesis),이론및실습,매년,0.0,0.0,0.0,N,Y,,
411,뉴바이올로지학과,전체,NB513c,01,고급세포생물학,"우혜련, 기영훈",전공,코어과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"화10:30-12:00(E4 - 606), 목10:30-12:00(E4 - 606)",
412,뉴바이올로지학과,전체,NB520,01,노화의 생물학,"우혜련, 이영삼",전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월15:00-16:30(E4 - 606), 수15:00-16:30(E4 - 606)",
413,뉴바이올로지학과,전체,NB536,01,Bioinformatics,Felix Jonas,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"수17:00-18:30(E4 - 606), 목17:00-18:30(E4 - 606)",
414,뉴바이올로지학과,전체,NB548,01,대사와 생리,"이영삼, 이재민",전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월10:30-12:00(E4 - 606), 수10:30-12:00(E4 - 606)",
415,뉴바이올로지학과,전체,NB553,01,질량분석과 단백체,김민식,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,수18:30-21:30(E6 - 620),
416,뉴바이올로지학과,전체,NB558,01,고급면역학,최일규,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,월18:30-21:30(E4 - 606),
417,뉴바이올로지학과,전체,NB561,01,의생명공학특론,김민석,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,목14:00-17:00(E5 - 324),
418,뉴바이올로지학과,전체,NB569,01,화학생물학,이송이,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"화09:00-10:30(E4 - 606), 목09:00-10:30(E4 - 606)",
419,뉴바이올로지학과,석사,NB900,01,Thesis(M.S.),곽준명,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
420,뉴바이올로지학과,석사,NB900,02,Thesis(M.S.),구재형,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
421,뉴바이올로지학과,석사,NB900,03,Thesis(M.S.),기영훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
422,뉴바이올로지학과,석사,NB900,04,Thesis(M.S.),김민석,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
423,뉴바이올로지학과,석사,NB900,05,Thesis(M.S.),김민식,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
424,뉴바이올로지학과,석사,NB900,06,Thesis(M.S.),김유리,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
425,뉴바이올로지학과,석사,NB900,07,Thesis(M.S.),김진해,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
426,뉴바이올로지학과,석사,NB900,08,Thesis(M.S.),남창훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
427,뉴바이올로지학과,석사,NB900,09,Thesis(M.S.),예경무,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
428,뉴바이올로지학과,석사,NB900,10,Thesis(M.S.),우혜련,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
429,뉴바이올로지학과,석사,NB900,11,Thesis(M.S.),이병훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
430,뉴바이올로지학과,석사,NB900,12,Thesis(M.S.),이상임,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
431,뉴바이올로지학과,석사,NB900,13,Thesis(M.S.),이송이,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
432,뉴바이올로지학과,석사,NB900,14,Thesis(M.S.),이영삼,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
433,뉴바이올로지학과,석사,NB900,15,Thesis(M.S.),이재민,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
434,뉴바이올로지학과,석사,NB900,16,Thesis(M.S.),이종찬,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
435,뉴바이올로지학과,석사,NB900,17,Thesis(M.S.),이창훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
436,뉴바이올로지학과,석사,NB900,18,Thesis(M.S.),정영태,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
437,뉴바이올로지학과,석사,NB900,19,Thesis(M.S.),정찬,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
438,뉴바이올로지학과,석사,NB900,20,Thesis(M.S.),최일규,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
439,뉴바이올로지학과,석사,NB900,21,Thesis(M.S.),Felix Jonas,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
440,뉴바이올로지학과,석사,NB900,22,Thesis(M.S.),김태완,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
441,뉴바이올로지학과,박사,NB901,01,Thesis(Ph.D.),곽준명,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
442,뉴바이올로지학과,박사,NB901,02,Thesis(Ph.D.),구재형,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
443,뉴바이올로지학과,박사,NB901,03,Thesis(Ph.D.),기영훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
444,뉴바이올로지학과,박사,NB901,04,Thesis(Ph.D.),김민석,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
445,뉴바이올로지학과,박사,NB901,05,Thesis(Ph.D.),김민식,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
446,뉴바이올로지학과,박사,NB901,06,Thesis(Ph.D.),김유리,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
447,뉴바이올로지학과,박사,NB901,07,Thesis(Ph.D.),김진해,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
448,뉴바이올로지학과,박사,NB901,08,Thesis(Ph.D.),남창훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
449,뉴바이올로지학과,박사,NB901,09,Thesis(Ph.D.),예경무,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
450,뉴바이올로지학과,박사,NB901,10,Thesis(Ph.D.),우혜련,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
451,뉴바이올로지학과,박사,NB901,11,Thesis(Ph.D.),이병훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
452,뉴바이올로지학과,박사,NB901,12,Thesis(Ph.D.),이상임,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
453,뉴바이올로지학과,박사,NB901,13,Thesis(Ph.D.),이송이,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
454,뉴바이올로지학과,박사,NB901,14,Thesis(Ph.D.),이영삼,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
455,뉴바이올로지학과,박사,NB901,15,Thesis(Ph.D.),이재민,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
456,뉴바이올로지학과,박사,NB901,16,Thesis(Ph.D.),이종찬,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
457,뉴바이올로지학과,박사,NB901,17,Thesis(Ph.D.),이창훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
458,뉴바이올로지학과,박사,NB901,18,Thesis(Ph.D.),정영태,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
459,뉴바이올로지학과,박사,NB901,19,Thesis(Ph.D.),정찬,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
460,뉴바이올로지학과,박사,NB901,20,Thesis(Ph.D.),최일규,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
461,뉴바이올로지학과,박사,NB901,21,Thesis(Ph.D.),Felix Jonas,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
462,뉴바이올로지학과,박사,NB901,22,Thesis(Ph.D.),김태완,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
463,뉴바이올로지학과,석사,NB904,01,Internship(M.S.),곽준명,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
464,뉴바이올로지학과,석사,NB904,02,Internship(M.S.),구재형,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
465,뉴바이올로지학과,석사,NB904,03,Internship(M.S.),기영훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
466,뉴바이올로지학과,석사,NB904,04,Internship(M.S.),김민석,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
467,뉴바이올로지학과,석사,NB904,05,Internship(M.S.),김민식,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
468,뉴바이올로지학과,석사,NB904,06,Internship(M.S.),김유리,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
469,뉴바이올로지학과,석사,NB904,07,Internship(M.S.),김진해,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
470,뉴바이올로지학과,석사,NB904,08,Internship(M.S.),남창훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
471,뉴바이올로지학과,석사,NB904,09,Internship(M.S.),예경무,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
472,뉴바이올로지학과,석사,NB904,10,Internship(M.S.),우혜련,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
473,뉴바이올로지학과,석사,NB904,11,Internship(M.S.),이병훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
474,뉴바이올로지학과,석사,NB904,12,Internship(M.S.),이상임,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
475,뉴바이올로지학과,석사,NB904,13,Internship(M.S.),이송이,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
476,뉴바이올로지학과,석사,NB904,14,Internship(M.S.),이영삼,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
477,뉴바이올로지학과,석사,NB904,15,Internship(M.S.),이재민,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
478,뉴바이올로지학과,석사,NB904,16,Internship(M.S.),이종찬,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
479,뉴바이올로지학과,석사,NB904,17,Internship(M.S.),이창훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
480,뉴바이올로지학과,석사,NB904,18,Internship(M.S.),정영태,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
481,뉴바이올로지학과,석사,NB904,19,Internship(M.S.),정찬,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
482,뉴바이올로지학과,석사,NB904,20,Internship(M.S.),최일규,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
483,뉴바이올로지학과,석사,NB904,21,Internship(M.S.),Felix Jonas,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
484,뉴바이올로지학과,석사,NB904,22,Internship(M.S.),김태완,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
485,뉴바이올로지학과,박사,NB905,01,Internship(Ph.D.),곽준명,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
486,뉴바이올로지학과,박사,NB905,02,Internship(Ph.D.),구재형,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
487,뉴바이올로지학과,박사,NB905,03,Internship(Ph.D.),기영훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
488,뉴바이올로지학과,박사,NB905,04,Internship(Ph.D.),김민석,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
489,뉴바이올로지학과,박사,NB905,05,Internship(Ph.D.),김민식,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
490,뉴바이올로지학과,박사,NB905,06,Internship(Ph.D.),김유리,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
491,뉴바이올로지학과,박사,NB905,07,Internship(Ph.D.),김진해,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
492,뉴바이올로지학과,박사,NB905,08,Internship(Ph.D.),남창훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
493,뉴바이올로지학과,박사,NB905,09,Internship(Ph.D.),예경무,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
494,뉴바이올로지학과,박사,NB905,10,Internship(Ph.D.),우혜련,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
495,뉴바이올로지학과,박사,NB905,11,Internship(Ph.D.),이병훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
496,뉴바이올로지학과,박사,NB905,12,Internship(Ph.D.),이상임,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
497,뉴바이올로지학과,박사,NB905,13,Internship(Ph.D.),이송이,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
498,뉴바이올로지학과,박사,NB905,14,Internship(Ph.D.),이영삼,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
499,뉴바이올로지학과,박사,NB905,15,Internship(Ph.D.),이재민,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
500,뉴바이올로지학과,박사,NB905,16,Internship(Ph.D.),이종찬,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
501,뉴바이올로지학과,박사,NB905,17,Internship(Ph.D.),이창훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
502,뉴바이올로지학과,박사,NB905,18,Internship(Ph.D.),정영태,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
503,뉴바이올로지학과,박사,NB905,19,Internship(Ph.D.),정찬,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
504,뉴바이올로지학과,박사,NB905,20,Internship(Ph.D.),최일규,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
505,뉴바이올로지학과,박사,NB905,21,Internship(Ph.D.),Felix Jonas,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
506,뉴바이올로지학과,박사,NB905,22,Internship(Ph.D.),김태완,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
507,뉴바이올로지학과,석사,NB906,01,Seminar(M.S.),김태완,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,화16:30-17:30(E4 - 114),
508,뉴바이올로지학과,박사,NB907,01,Seminar(Ph.D.),김태완,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,화16:30-17:30(E4 - 114),
